Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#630 - >GCF_003094295.1_00005[]	superfamily	385701	15	110	3.6264e-15	69.1401	cl10591	Bro-N superfamily	 - 	 - 	BRO family, N-terminal domain; This family includes the N-terminus of baculovirus BRO and ALI motif proteins. The function of BRO proteins is unknown. It has been suggested that BRO-A and BRO-C are DNA binding proteins that influence host DNA replication and/or transcription. This Pfam domain does not include the characteristic invariant alanine, leucine, isoleucine motif of the ALI proteins.
Q#642 - >GCF_003308855.1_00010[]	superfamily	226144	7	150	1.00879e-15	72.7852	cl34647	COG3617 superfamily	 - 	 - 	Prophage antirepressor  [Mobilome: prophages, transposons]; Prophage antirepressor [Transcription].
Q#642 - >GCF_003308855.1_00010[]	superfamily	385701	12	113	1.05683e-12	62.2065	cl10591	Bro-N superfamily	 - 	 - 	BRO family, N-terminal domain; This family includes the N-terminus of baculovirus BRO and ALI motif proteins. The function of BRO proteins is unknown. It has been suggested that BRO-A and BRO-C are DNA binding proteins that influence host DNA replication and/or transcription. This Pfam domain does not include the characteristic invariant alanine, leucine, isoleucine motif of the ALI proteins.
Q#643 - >GCF_003341035.1_00043[]	superfamily	177283	15	384	8.98395e-97	292.464	cl20113	PHA00451 superfamily	 - 	 - 	protein kinase
Q#653 - >GCF_003575385.1_00005[]	superfamily	177283	43	336	1.41688e-59	195.394	cl20113	PHA00451 superfamily	 - 	 - 	protein kinase
Q#657 - >GCF_003601515.1_00006[]	superfamily	397205	58	136	1.9116e-24	89.4621	cl40835	Endonuclease_7 superfamily	 - 	 - 	Recombination endonuclease VII; Recombination endonuclease VII.  
Q#657 - >GCF_003601515.1_00006[]	superfamily	177395	70	123	6.81713e-07	45.8882	cl40766	49 superfamily	C	 - 	recombination endonuclease VII; Provisional
Q#658 - >GCF_003958785.1_00003[]	superfamily	226144	1	138	2.74987e-18	80.104	cl34647	COG3617 superfamily	C	 - 	Prophage antirepressor  [Mobilome: prophages, transposons]; Prophage antirepressor [Transcription].
Q#658 - >GCF_003958785.1_00003[]	superfamily	385701	21	114	5.81542e-13	62.9769	cl10591	Bro-N superfamily	 - 	 - 	BRO family, N-terminal domain; This family includes the N-terminus of baculovirus BRO and ALI motif proteins. The function of BRO proteins is unknown. It has been suggested that BRO-A and BRO-C are DNA binding proteins that influence host DNA replication and/or transcription. This Pfam domain does not include the characteristic invariant alanine, leucine, isoleucine motif of the ALI proteins.
Q#676 - >GCF_004875685.1_00013[]	superfamily	444754	121	293	2.41734e-30	112.035	cl00213	DNA_BRE_C superfamily	 - 	 - 	DNA breaking-rejoining enzymes, C-terminal catalytic domain; The DNA breaking-rejoining enzyme superfamily includes type IB topoisomerases and tyrosine based site-specific recombinases (integrases) that share the same fold in their catalytic domain containing conserved active site residues. The best-studied members of this diverse superfamily include Human topoisomerase I, the bacteriophage lambda integrase, the bacteriophage P1 Cre recombinase, the yeast Flp recombinase, and the bacterial XerD/C recombinases. Their overall reaction mechanism is essentially identical and involves cleavage of a single strand of a DNA duplex by nucleophilic attack of a conserved tyrosine to give a 3' phosphotyrosyl protein-DNA adduct. In the second rejoining step, a terminal 5' hydroxyl attacks the covalent adduct to release the enzyme and generate duplex DNA. The enzymes differ in that topoisomerases cleave and then rejoin the same 5' and 3' termini, whereas a site-specific recombinase transfers a 5' hydroxyl generated by recombinase cleavage to a new 3' phosphate partner located in a different duplex region. Many DNA breaking-rejoining enzymes also have N-terminal domains, which show little sequence or structure similarity.
Q#676 - >GCF_004875685.1_00013[]	superfamily	223655	36	293	1.08584e-06	49.1184	cl43194	XerC superfamily	 - 	 - 	Integrase [Replication, recombination and repair, Mobilome: prophages, transposons]; Integrase [DNA replication, recombination, and repair].
Q#676 - >GCF_004875685.1_00013[]	superfamily	227308	85	293	1.97987e-06	48.354	cl44177	XerD superfamily	N	 - 	Site-specific recombinase XerD [Replication, recombination and repair]; Site-specific recombinase XerD [DNA replication, recombination, and repair].
Q#677 - >GCF_004875685.1_00014[]	superfamily	222797	10	783	0	706.787	cl42978	PHA00452 superfamily	 - 	 - 	T3/T7-like RNA polymerase
Q#677 - >GCF_004875685.1_00014[]	superfamily	227439	13	782	1.23146e-75	266.086	cl34907	RPO41 superfamily	N	 - 	Mitochondrial DNA-directed RNA polymerase  [Transcription]; Mitochondrial DNA-directed RNA polymerase [Transcription].
Q#677 - >GCF_004875685.1_00014[]	superfamily	425956	425	783	3.18162e-71	238.937	cl44477	RNA_pol superfamily	 - 	 - 	DNA-dependent RNA polymerase; This is a family of single chain RNA polymerases.
Q#681 - >GCF_013490925.1_00004[]	superfamily	445616	1	200	7.39145e-24	93.5205	cl01953	ArdA superfamily	 - 	 - 	Antirestriction protein (ArdA); This family consists of several bacterial antirestriction (ArdA) proteins. ArdA functions in bacterial conjugation to allow an unmodified plasmid to evade restriction in the recipient bacterium and yet acquire cognate modification.
